step          none      temp        potential_energy  none                none              none          none
     51135  0.00000000 1039.700   -175.7062183257    512.0189339937      0.0000000000   0.368413E+02     2.36
     51140  0.00000000 1310.338   -175.6801070001    512.1432458360      0.0000000000   0.367581E+02     4.29
     51145  0.00000000  434.202   -175.6801960769    512.1903955286      0.0000000000   0.367817E+02     2.79
     51150  0.00000000  557.934   -175.7084410394    512.2057313618      0.0000000000   0.368649E+02     3.22
     51155  0.00000000  864.210   -175.7316243951    512.2251405830      0.0000000000   0.370001E+02     4.08
     51160  0.00000000  249.185   -175.7047653840    512.2958770461      0.0000000000   0.369878E+02     4.50
     51165  0.00000000  309.702   -175.6794796596    512.3713421453      0.0000000000   0.370363E+02     4.92
     51170  0.00000000  191.267   -175.6779752265    512.3863450281      0.0000000000   0.370064E+02     2.14
     51175  0.00000000 1590.372   -175.4897019763    512.6572332240      0.0000000000   0.368198E+02     2.57
     51180  0.00000000 2611.353   -175.0109853437    513.3891629515      0.0000000000   0.365400E+02     3.07
     51185  0.00000000 3685.883   -174.4478735630    514.3079320254      0.0000000000   0.362919E+02     3.05
     51190  0.00000000 1973.397   -174.5447404004    514.3651361430      0.0000000000   0.366407E+02     2.61
     51195  0.00000000  816.118   -174.7640069454    514.2635989807      0.0000000000   0.368171E+02     5.30
     51200  0.00000000  818.304   -174.8030572338    514.3541054801      0.0000000000   0.368233E+02     3.29
     51205  0.00000000 1073.378   -174.7803224471    514.5068385455      0.0000000000   0.369481E+02     2.43
     51210  0.00000000 1144.497   -174.7512930171    514.6654487474      0.0000000000   0.370320E+02     2.85
     51215  0.00000000  555.528   -174.7389308364    514.7438604540      0.0000000000   0.370354E+02     2.61
     51220  0.00000000 1339.648   -174.7434359587    514.9048452001      0.0000000000   0.370433E+02     2.57
     51225  0.00000000  449.735   -174.7555102298    514.9166991598      0.0000000000   0.369723E+02     4.17
     51230  0.00000000  250.548   -174.7650193163    514.9261082610      0.0000000000   0.370311E+02     3.48
     51235  0.00000000  181.111   -174.7714135244    514.9385053768      0.0000000000   0.370694E+02     3.73
     51240  0.00000000 1124.827   -174.7669290776    515.0472833618      0.0000000000   0.371886E+02     3.03
     51245  0.00000000 1412.564   -174.7408124750    515.2563212267      0.0000000000   0.370579E+02     2.57
     51250  0.00000000 3448.977   -174.7204092383    515.5897742835      0.0000000000   0.372858E+02     2.77
     51255  0.00000000 1944.666   -174.7401030173    515.6421324645      0.0000000000   0.371651E+02     6.65
     51260  0.00000000  519.363   -174.7494767858    515.6510058118      0.0000000000   0.373616E+02     3.49
     51265  0.00000000 1380.776   -174.7621585299    515.7407502525      0.0000000000   0.372952E+02     3.50
     51270  0.00000000 1100.970   -174.7586484509    515.8332912821      0.0000000000   0.370775E+02     4.19
     51275  0.00000000 2335.607   -174.7272362403    516.0131285343      0.0000000000   0.370833E+02     3.48
     51280  0.00000000 1125.638   -174.6564019969    516.2026950004      0.0000000000   0.371857E+02     2.80
     51285  0.00000000  656.838   -174.6909920894    516.2595518123      0.0000000000   0.370133E+02    10.22
     51290  0.00000000 4661.776   -174.6972870123    516.5715954614      0.0000000000   0.370299E+02     5.80
     51295  0.00000000 3985.882   -174.4107367361    517.1215343151      0.0000000000   0.368940E+02     6.28
     51300  0.00000000 5419.250   -173.5709306054    518.6617781644      0.0000000000   0.362912E+02     3.49
     51305  0.00000000 3456.832   -173.4893894309    519.0424461188      0.0000000000   0.362232E+02     2.79
     51310  0.00000000 2753.007   -173.7989891294    518.9822376088      0.0000000000   0.365148E+02     3.97
     51315  0.00000000 2284.135   -174.0779829569    518.8950873574      0.0000000000   0.368391E+02    11.18
     51320  0.00000000 2351.871   -174.3198579706    518.8576812244      0.0000000000   0.371513E+02     2.56
     51325  0.00000000 2446.945   -174.6078257802    518.8090269103      0.0000000000   0.374710E+02     2.33
     51330  0.00000000 2101.863   -174.8919134081    518.7558767748      0.0000000000   0.377160E+02     2.80
     51335  0.00000000 1729.479   -175.1454230627    518.6883163298      0.0000000000   0.379965E+02     1.63
     51340  0.00000000 1355.363   -175.3200048834    518.6495049802      0.0000000000   0.381926E+02     1.62
     51345  0.00000000 1038.141   -175.4682286619    518.5958642458      0.0000000000   0.383362E+02     2.10
     51350  0.00000000  932.420   -175.5287298680    518.6095528242      0.0000000000   0.384332E+02     3.95
     51355  0.00000000  941.847   -175.6511286192    518.5576798100      0.0000000000   0.385273E+02     4.42
     51360  0.00000000 1435.327   -175.7486862146    518.5600003607      0.0000000000   0.386637E+02     5.12
     51365  0.00000000 1179.939   -175.8740326469    518.5162578449      0.0000000000   0.387921E+02     2.10
     51370  0.00000000 1093.194   -175.8617981489    518.6073441351      0.0000000000   0.388616E+02     2.09
     51375  0.00000000  775.029   -175.9234120933    518.6011812451      0.0000000000   0.388609E+02     4.19
     51380  0.00000000  468.164   -175.9869959501    518.5635107016      0.0000000000   0.390333E+02     3.73
     51385  0.00000000 1021.376   -176.0068421637    518.5949886182      0.0000000000   0.390880E+02    43.03
     51390  0.00000000  437.614   -176.0298630041    518.5880368548      0.0000000000   0.391856E+02    33.12
     51395  0.00000000  425.854   -176.0997357979    518.5407594914      0.0000000000   0.393349E+02     3.03
     51400  0.00000000  537.220   -176.1417777713    518.5531059223      0.0000000000   0.395850E+02     4.18
     51405  0.00000000  885.129   -176.1621426751    518.6140456717      0.0000000000   0.397613E+02     6.05
     51410  0.00000000 1485.527   -176.2469339064    518.6443548719      0.0000000000   0.401454E+02     3.03
     51415  0.00000000 3739.311   -176.2917935433    518.7524916237      0.0000000000   0.405322E+02     2.56
     51420  0.00000000 1076.836   -176.2742784554    518.9154457089      0.0000000000   0.408161E+02     2.79
     51425  0.00000000 2261.637   -176.2784004729    519.2539208724      0.0000000000   0.409204E+02     2.10
     51430  0.00000000  650.846   -176.3279051894    519.2275140069      0.0000000000   0.410377E+02     4.87
     51435  0.00000000 1335.514   -176.3434595189    519.3983906770      0.0000000000   0.411782E+02     3.26
     51440  0.00000000 3644.102   -176.3397567796    519.6933143545      0.0000000000   0.412519E+02     4.14
     51445  0.00000000 3368.656   -176.3149640290    520.0191723680      0.0000000000   0.413204E+02     3.11
     51450  0.00000000 4206.204   -176.3138669832    520.4307849420      0.0000000000   0.414256E+02     3.02
     51455  0.00000000 2118.986   -176.3886823332    520.6473192195      0.0000000000   0.415004E+02     2.79
     51460  0.00000000 3960.358   -176.3930847376    521.0476063688      0.0000000000   0.415564E+02     3.03
     51465  0.00000000 1848.468   -176.3844373083    521.3523619234      0.0000000000   0.415086E+02     3.03
     51470  0.00000000 4426.096   -176.3900060910    521.7867072161      0.0000000000   0.415488E+02     5.59
     51475  0.00000000 1875.831   -176.3713745796    522.1001480326      0.0000000000   0.416310E+02     3.26
     51480  0.00000000 4162.829   -176.3697531352    522.5537487252      0.0000000000   0.416911E+02     3.72
     51485  0.00000000 1794.648   -176.3817125463    522.8485516966      0.0000000000   0.417272E+02     8.62
     51490  0.00000000 4618.100   -176.3815369308    523.3170622499      0.0000000000   0.418101E+02    10.01
     51495  0.00000000 1886.836   -176.3859729326    523.6316850158      0.0000000000   0.419253E+02    11.18
     51500  0.00000000 4537.727   -176.3853588476    524.1088687605      0.0000000000   0.419956E+02     2.96
     51505  0.00000000 1748.268   -176.3971240873    524.4162067994      0.0000000000   0.419930E+02     4.19
     51510  0.00000000 4691.143   -176.3829088587    524.9293518769      0.0000000000   0.420014E+02     2.99
     51515  0.00000000 1955.789   -176.3827147800    525.2461754834      0.0000000000   0.420747E+02     4.42
     51520  0.00000000 4210.385   -176.3850771376    525.7130958164      0.0000000000   0.421479E+02     9.05
     51525  0.00000000 2694.895   -176.3843899020    525.9922412613      0.0000000000   0.421329E+02     7.44
     51530  0.00000000 6955.690   -176.3984223323    526.3831187756      0.0000000000   0.421065E+02     6.97
     51535  0.00000000  294.671   -176.3938563961    526.4867803680      0.0000000000   0.421218E+02     3.72
     51540  0.00000000  767.667   -176.4132038063    526.8836366103      0.0000000000   0.421896E+02    11.83
     51545  0.0000000014028.564   -176.4167111264    527.9590987086      0.0000000000   0.422599E+02     4.42
     51550  0.00000000 3472.984   -176.3766813907    528.6646448231      0.0000000000   0.422846E+02     3.44
     51555  0.00000000  154.294   -176.4154028656    528.5899466494      0.0000000000   0.422536E+02     8.30
     51560  0.00000000 3902.802   -176.3992398308    529.6229664232      0.0000000000   0.422590E+02     4.41
     51565  0.0000000011973.249   -176.4083371088    530.8086925271      0.0000000000   0.423914E+02     9.74
     51570  0.00000000  190.870   -176.4057915237    530.7137744310      0.0000000000   0.423238E+02     5.57
     51575  0.00000000 9115.086   -176.4393898070    531.0365516164      0.0000000000   0.423967E+02     7.90
     51580  0.00000000 3122.779   -176.4159495317    531.6735899751      0.0000000000   0.425362E+02     5.82
     51585  0.00000000 3401.415   -176.4050182548    532.6076576122      0.0000000000   0.425187E+02     9.30
     51590  0.00000000  259.130   -176.4256212524    532.4886723532      0.0000000000   0.424988E+02     5.36
     51595  0.00000000   94.872   -176.4339778159    532.4483225376      0.0000000000   0.425552E+02     7.89
     51600  0.00000000 9721.123   -176.4572959664    532.7980581521      0.0000000000   0.426717E+02     5.96
     51605  0.00000000 3952.220   -176.4714867630    533.3098483998      0.0000000000   0.426807E+02     8.85
     51610  0.00000000 3509.252   -176.4577465722    533.5626297728      0.0000000000   0.427634E+02     5.56
     51615  0.0000000011494.590   -176.4865500536    534.5601615943      0.0000000000   0.428979E+02     7.63
     51620  0.00000000 2910.819   -176.4729563673    534.8342514013      0.0000000000   0.429870E+02     4.67
     51625  0.00000000  316.042   -176.4709645686    535.0584210235      0.0000000000   0.429674E+02     8.36
     51630  0.00000000  189.609   -176.4695378728    534.9944859020      0.0000000000   0.430673E+02     5.82
     51635  0.00000000 4286.860   -176.4522750956    535.8378090217      0.0000000000   0.431168E+02     7.43
     51640  0.00000000  190.340   -176.4760653814    535.6426218269      0.0000000000   0.431485E+02     4.89
     51645  0.00000000  178.952   -176.4523144387    535.6333186824      0.0000000000   0.431070E+02     8.65
     51650  0.00000000 2376.796   -176.4503231603    536.0105736179      0.0000000000   0.432576E+02     6.27
     51655  0.00000000 4226.308   -176.4495763109    536.8366993851      0.0000000000   0.431932E+02     7.93
     51660  0.00000000  876.205   -176.4765356990    536.9497196247      0.0000000000   0.432196E+02     4.86
     51665  0.00000000 8029.159   -176.4737290368    537.1773074270      0.0000000000   0.432440E+02     8.38
     51670  0.00000000 2977.065   -176.4613271502    537.5228383477      0.0000000000   0.433457E+02     5.82
     51675  0.00000000  140.152   -176.4648079024    537.3721926246      0.0000000000   0.432924E+02     7.69
     51680  0.00000000  491.637   -176.4492287634    537.3762649272      0.0000000000   0.432800E+02     6.28
     51685  0.00000000 3994.488   -176.4577708442    538.0999164056      0.0000000000   0.433569E+02     8.38
     51690  0.00000000  254.670   -176.4751590051    537.9300157530      0.0000000000   0.434767E+02     6.07
     51695  0.00000000 8519.065   -176.4496055580    538.2699885512      0.0000000000   0.434204E+02     7.44
     51700  0.00000000 2459.561   -176.4712875564    538.6386812341      0.0000000000   0.435626E+02     6.53
     51705  0.00000000 3005.075   -176.4862170454    539.1568451393      0.0000000000   0.435530E+02     9.06
     51710  0.00000000  340.835   -176.4685250398    539.0119569779      0.0000000000   0.435770E+02     5.11
     51715  0.00000000 9965.561   -176.4688352515    539.7076820480      0.0000000000   0.435844E+02     7.18
     51720  0.00000000  689.672   -176.4687014681    539.5338078956      0.0000000000   0.435684E+02     6.25
     51725  0.00000000 4325.509   -176.4698205375    540.1687763419      0.0000000000   0.436130E+02     8.85
     51730  0.00000000  812.926   -176.4771694478    540.2493391711      0.0000000000   0.436163E+02     5.35
     51735  0.00000000 1595.277   -176.4589761782    540.4639749747      0.0000000000   0.435058E+02     8.27
     51740  0.00000000 1025.080   -176.4897779393    540.6443712985      0.0000000000   0.437291E+02     4.89
     51745  0.00000000  512.330   -176.4862365883    540.7928082647      0.0000000000   0.436860E+02     9.29
     51750  0.00000000 8153.078   -176.4540321382    541.0842255827      0.0000000000   0.436530E+02     7.23
     51755  0.00000000 4274.229   -176.4882504706    541.3604662097      0.0000000000   0.437246E+02     7.68
     51760  0.00000000 1856.133   -176.4752636788    541.4611351456      0.0000000000   0.437442E+02     5.83
     51765  0.00000000 4449.789   -176.4866884966    541.7043215085      0.0000000000   0.437392E+02     9.54
     51770  0.00000000 3107.606   -176.4654688041    541.9035733923      0.0000000000   0.436481E+02     6.04
     51775  0.0000000010326.437   -176.4969082668    542.5723756875      0.0000000000   0.438632E+02     7.67
     51780  0.00000000 2376.691   -176.5025066184    542.6465756221      0.0000000000   0.438802E+02     5.32
     51785  0.00000000  167.075   -176.4892927004    542.5108446715      0.0000000000   0.438258E+02    10.48
     51790  0.00000000 3107.910   -176.4574958092    542.7678903564      0.0000000000   0.437792E+02     5.58
     51795  0.00000000  931.837   -176.4642513727    542.7673574281      0.0000000000   0.439311E+02     7.42
     51800  0.0000000010915.191   -176.4738586356    543.5357690542      0.0000000000   0.438513E+02     5.80
     51805  0.00000000 2435.328   -176.4934009120    543.6594565471      0.0000000000   0.439494E+02    10.94
     51810  0.00000000  876.462   -176.4733344831    543.5570673577      0.0000000000   0.440374E+02     5.79
     51815  0.0000000011628.303   -176.4793648975    544.3481231093      0.0000000000   0.440793E+02     7.45
     51820  0.00000000 5050.747   -176.5023860466    544.4209388680      0.0000000000   0.442126E+02     6.75
     51825  0.00000000 1767.928   -176.5167025106    544.6627001640      0.0000000000   0.443527E+02    10.71
     51830  0.00000000 5094.891   -176.5039483141    545.0323700657      0.0000000000   0.442303E+02     6.06
     51835  0.00000000 1030.514   -176.4982224165    545.3656505595      0.0000000000   0.443808E+02     7.90
     51840  0.00000000 7200.901   -176.5206484433    545.6476915816      0.0000000000   0.442857E+02     5.81
     51845  0.00000000 4652.461   -176.5163634682    545.8682429901      0.0000000000   0.443197E+02    10.70
     51850  0.00000000  934.442   -176.4932812173    546.1763246593      0.0000000000   0.443812E+02     4.86
     51855  0.00000000 1201.570   -176.5067857498    546.1688315153      0.0000000000   0.446114E+02     9.30
     51860  0.00000000 8475.395   -176.4850732179    546.7566187993      0.0000000000   0.444924E+02     9.55
     51865  0.00000000  958.850   -176.5016032052    546.6333810768      0.0000000000   0.446261E+02     7.44
     51870  0.00000000  373.358   -176.5039895177    546.7617622117      0.0000000000   0.446763E+02     7.45
     51875  0.00000000 4279.039   -176.4687007076    547.0794486017      0.0000000000   0.447947E+02     8.58
     51880  0.00000000  322.387   -176.5063015893    547.2107266637      0.0000000000   0.448060E+02     9.99
     51885  0.00000000 3202.068   -176.4783665999    547.4411769413      0.0000000000   0.448397E+02     7.19
     51890  0.00000000 4583.860   -176.5158673170    547.8524780656      0.0000000000   0.447539E+02     8.37
     51895  0.00000000 1005.168   -176.5374123630    548.1308219243      0.0000000000   0.450214E+02     7.45
     51900  0.00000000  233.350   -176.5034088227    548.3509696374      0.0000000000   0.450330E+02     8.03
     51905  0.00000000 3052.618   -176.5296905399    548.6247992434      0.0000000000   0.450870E+02     7.14
     51910  0.00000000 4361.443   -176.5109445141    548.9621691755      0.0000000000   0.450125E+02    10.00
     51915  0.00000000  521.986   -176.4846060779    548.8575749732      0.0000000000   0.451571E+02     6.99
     51920  0.00000000 2815.352   -176.4707526550    549.0795129901      0.0000000000   0.449631E+02     7.91
     51925  0.00000000 3236.070   -176.4934570973    549.3194215649      0.0000000000   0.451836E+02     8.11
     51930  0.00000000 3180.440   -176.5367002828    549.7134385525      0.0000000000   0.453597E+02    10.22
     51935  0.00000000 2013.476   -176.4795137042    549.8255588699      0.0000000000   0.452890E+02     7.46
     51940  0.00000000 1361.652   -176.4635448272    550.1467812166      0.0000000000   0.452133E+02     9.05
     51945  0.00000000  856.521   -176.5222640395    550.5840814636      0.0000000000   0.457289E+02    10.47
     51950  0.00000000  862.956   -176.5320527058    550.9903765027      0.0000000000   0.453832E+02    10.62
     51955  0.00000000  150.648   -176.4814879436    551.0591192379      0.0000000000   0.456522E+02     7.65
     51960  0.00000000 1986.400   -176.4791149281    551.3325932794      0.0000000000   0.457217E+02     8.44
     51965  0.00000000  988.787   -176.4853860709    551.3778242337      0.0000000000   0.456106E+02    12.09
     51970  0.00000000 4489.131   -176.4739189713    551.7908063973      0.0000000000   0.456772E+02     9.06
     51975  0.00000000 1738.608   -176.4519079518    551.7687906814      0.0000000000   0.457321E+02     4.66
     51980  0.00000000 1191.097   -176.4774938687    552.1081260203      0.0000000000   0.459006E+02     6.27
     51985  0.00000000 6820.831   -176.4692727837    552.6669682602      0.0000000000   0.458022E+02    14.64
     51990  0.00000000 8052.808   -176.4581531405    552.9072240536      0.0000000000   0.458353E+02    12.10
     51995  0.00000000  270.205   -176.4423331889    552.8302198417      0.0000000000   0.458444E+02     8.62
     52000  0.00000000 2887.630   -176.4587459855    553.1308434551      0.0000000000   0.459978E+02     7.87
     52005  0.00000000 2598.725   -176.4057260627    553.4109423075      0.0000000000   0.458436E+02     5.11
     52010  0.00000000 1329.051   -176.3908354752    553.4780043593      0.0000000000   0.458814E+02     8.12
     52015  0.00000000 5596.587   -176.4142627989    553.9518401900      0.0000000000   0.459876E+02     7.41
     52020  0.00000000 5021.822   -176.4314805143    554.2317289340      0.0000000000   0.459121E+02     6.52
     52025  0.00000000 3132.912   -176.4455996415    554.3740440390      0.0000000000   0.462366E+02    75.50
     52030  0.00000000 1584.775   -176.4441835682    554.4754481411      0.0000000000   0.460349E+02    22.29
     52035  0.00000000 5331.660   -176.4630936626    554.8133350617      0.0000000000   0.461525E+02     7.67
     52040  0.00000000 1682.131   -176.4187401558    554.9908265571      0.0000000000   0.461831E+02     5.11
     52045  0.00000000 6134.370   -176.4433072827    555.3401445243      0.0000000000   0.461168E+02     7.91
     52050  0.00000000 5259.114   -176.4293179913    555.5221182424      0.0000000000   0.462798E+02     4.89
     52055  0.00000000 4912.615   -176.4492609960    555.7153000136      0.0000000000   0.463267E+02    11.36
     52060  0.00000000 4679.127   -176.4434867158    555.9453273669      0.0000000000   0.463726E+02     9.09
     52065  0.00000000  305.250   -176.4018459738    556.1775922703      0.0000000000   0.464511E+02     5.11
     52070  0.00000000 3640.279   -176.4309219113    556.4662947322      0.0000000000   0.462515E+02    10.69
     52075  0.00000000 7250.848   -176.4606433741    556.6605813933      0.0000000000   0.463797E+02    13.94
     52080  0.00000000 3240.980   -176.4628065151    556.8832027626      0.0000000000   0.463878E+02     5.12
     52085  0.00000000 1034.335   -176.4516997935    557.0648038763      0.0000000000   0.462086E+02     5.12
     52090  0.00000000  792.213   -176.4444159554    557.3847257655      0.0000000000   0.463909E+02    11.37
     52095  0.00000000 1010.488   -176.4637295684    557.4620592988      0.0000000000   0.465685E+02     8.38
     52100  0.00000000 1646.878   -176.4709232293    557.7311697237      0.0000000000   0.463476E+02     5.81
     52105  0.00000000  992.471   -176.4613734486    557.9365081014      0.0000000000   0.462843E+02     4.66
     52110  0.00000000 6988.134   -176.4305718273    558.4873384355      0.0000000000   0.464935E+02     3.03
     52115  0.00000000 4782.835   -176.4707581183    558.4915411210      0.0000000000   0.465406E+02     3.03
     52120  0.00000000  732.377   -176.4457690497    558.4280219897      0.0000000000   0.464408E+02     5.82
     52125  0.00000000  985.099   -176.4033265628    558.5950542637      0.0000000000   0.464203E+02    10.00
     52130  0.00000000 6611.699   -176.3603295811    559.0196811399      0.0000000000   0.462958E+02     7.70
     52135  0.00000000 8076.982   -176.3434332151    559.8765886562      0.0000000000   0.461858E+02    14.44
     52140  0.00000000 2585.299   -176.3351591126    559.9814335569      0.0000000000   0.458746E+02     2.17
     52145  0.00000000 7854.300   -175.7910325263    561.7709242552      0.0000000000   0.448755E+02     3.26
     52150  0.00000000 7469.551   -175.5947478721    562.7135209442      0.0000000000   0.442810E+02     2.78
     52155  0.00000000 2520.736   -175.8470097846    562.6070161467      0.0000000000   0.440118E+02     4.71
     52160  0.00000000 1811.415   -175.9008471053    562.6900053490      0.0000000000   0.437686E+02     2.36
     52165  0.00000000 2390.709   -175.9200422801    562.7433600785      0.0000000000   0.436530E+02     2.98
     52170  0.00000000  469.392   -175.9218385419    562.7263872983      0.0000000000   0.435246E+02     3.21
     52175  0.00000000  818.026   -175.9102002119    562.7945528451      0.0000000000   0.434074E+02     2.99
     52180  0.00000000 1183.009   -175.9041714613    562.8420263928      0.0000000000   0.433294E+02     2.57
     52185  0.00000000   70.415   -175.9148599833    562.7993510153      0.0000000000   0.433489E+02     4.28
     52190  0.00000000  118.259   -175.9116611329    562.8114213953      0.0000000000   0.433545E+02     1.93
     52195  0.00000000  204.352   -175.9080829974    562.8265599517      0.0000000000   0.433881E+02     4.02
     52200  0.00000000  360.051   -175.9113038082    562.8401145263      0.0000000000   0.434143E+02     3.21
     52205  0.00000000  333.267   -175.9099936938    562.8528506077      0.0000000000   0.434993E+02     3.85
     52210  0.00000000  517.752   -175.9119056803    562.8746184977      0.0000000000   0.435524E+02     5.07
     52215  0.00000000  172.757   -175.8998315724    562.9215632695      0.0000000000   0.436605E+02     2.57
     52220  0.00000000  704.790   -175.9059319007    562.9548063982      0.0000000000   0.437039E+02     3.00
     52225  0.00000000  227.153   -175.9126341339    562.9763058903      0.0000000000   0.438717E+02     2.34
     52230  0.00000000  145.909   -175.9018566228    563.0091003688      0.0000000000   0.438772E+02     2.78
     52235  0.00000000  580.168   -175.9305827389    563.0070055665      0.0000000000   0.439294E+02     3.00
     52240  0.00000000 1308.514   -175.8931231070    563.1063091826      0.0000000000   0.440258E+02     1.93
     52245  0.00000000  171.906   -175.9071262617    563.1003947402      0.0000000000   0.440301E+02     3.21
     52250  0.00000000  714.678   -175.9105998547    563.1594587558      0.0000000000   0.440806E+02     2.14
     52255  0.00000000 1113.424   -175.9045519868    563.2168188473      0.0000000000   0.440629E+02     3.00
     52260  0.00000000  255.387   -175.9174788503    563.1979311147      0.0000000000   0.440879E+02     2.35
     52265  0.00000000  986.350   -175.9135108692    563.2745029373      0.0000000000   0.441141E+02     2.15
     52270  0.00000000  311.257   -175.9020614079    563.2987031003      0.0000000000   0.441031E+02     1.93
     52275  0.00000000  366.100   -175.9306260206    563.2919626043      0.0000000000   0.441313E+02     2.14
     52280  0.00000000  296.981   -175.9163305203    563.3238115845      0.0000000000   0.442332E+02     1.71
     52285  0.00000000  579.520   -175.9259671995    563.3386600789      0.0000000000   0.442941E+02     2.14
     52290  0.00000000  428.686   -175.9224384189    563.3577843692      0.0000000000   0.443570E+02     1.50
     52295  0.00000000  417.142   -175.9232686884    563.3759655785      0.0000000000   0.445086E+02     2.56
     52300  0.00000000 2153.349   -175.9202743379    563.4615264681      0.0000000000   0.445327E+02     1.71
     52305  0.00000000 1708.092   -175.8874323230    563.5829104924      0.0000000000   0.445847E+02     1.50
     52310  0.00000000  140.250   -175.8808298027    563.6121528096      0.0000000000   0.446374E+02     2.36
     52315  0.00000000  185.300   -175.9273231878    563.5936784316      0.0000000000   0.447257E+02     1.93
     52320  0.00000000 1508.607   -175.9210070553    563.6685554906      0.0000000000   0.447276E+02     1.99
     52325  0.00000000  288.854   -175.9033889608    563.7016347016      0.0000000000   0.447545E+02     2.35
     52330  0.00000000  739.732   -175.9174120147    563.7577556632      0.0000000000   0.447465E+02     1.93
     52335  0.00000000 1182.339   -175.9156209253    563.8136213934      0.0000000000   0.448014E+02     1.93
     52340  0.00000000  192.084   -175.9173108313    563.8305750259      0.0000000000   0.448625E+02     2.14
     52345  0.00000000  152.604   -175.9177730493    563.8605547824      0.0000000000   0.448378E+02     2.36
     52350  0.00000000  618.381   -175.9370883199    563.8699021679      0.0000000000   0.449005E+02     1.50
     52355  0.00000000 1120.982   -175.9099463066    563.9554756366      0.0000000000   0.449289E+02     1.71
     52360  0.00000000  233.709   -175.9134688787    563.9721164229      0.0000000000   0.449634E+02     1.93
     52365  0.00000000  789.230   -175.9187360089    564.0347705980      0.0000000000   0.449701E+02     2.78
     52370  0.00000000 1291.793   -175.9099131240    564.1039233846      0.0000000000   0.449299E+02     1.93
     52375  0.00000000  210.123   -175.9143532324    564.1179267618      0.0000000000   0.449325E+02     1.93
     52380  0.00000000  805.169   -175.9105460933    564.1919144934      0.0000000000   0.449933E+02     2.57
     52385  0.00000000 1236.736   -175.9144569343    564.2441370186      0.0000000000   0.450298E+02     1.93
     52390  0.00000000  239.841   -175.9219515621    564.2555328820      0.0000000000   0.450202E+02     2.14
     52395  0.00000000  730.786   -175.9201900462    564.3269952028      0.0000000000   0.450527E+02     2.14
     52400  0.00000000 1358.889   -175.9106863495    564.4042973725      0.0000000000   0.449502E+02     2.56
     52405  0.00000000  128.600   -175.9153917749    564.4205026006      0.0000000000   0.448932E+02     2.14
     52410  0.00000000  896.186   -175.9195166809    564.4989811634      0.0000000000   0.449822E+02     1.93
     52415  0.00000000 1385.173   -175.9152290205    564.5667978830      0.0000000000   0.450186E+02     1.71
     52420  0.00000000  218.605   -175.9133471435    564.5858615448      0.0000000000   0.449813E+02     1.93
     52425  0.00000000  588.874   -175.9142062030    564.6539976964      0.0000000000   0.449495E+02     1.72
     52430  0.00000000  377.677   -175.9324838885    564.6530372351      0.0000000000   0.449223E+02     2.36
     52435  0.00000000  508.266   -175.9091640444    564.7443529920      0.0000000000   0.447828E+02     1.72
     52440  0.00000000  484.635   -175.9307048706    564.7433013451      0.0000000000   0.447391E+02     2.36
     52445  0.00000000  422.500   -175.9338587066    564.7648783440      0.0000000000   0.446663E+02     1.71
     52450  0.00000000  620.930   -175.9397486570    564.7792773379      0.0000000000   0.447047E+02     1.93
     52455  0.00000000  392.167   -175.9343607560    564.8014134377      0.0000000000   0.447121E+02     1.50
     52460  0.00000000 1067.090   -175.9151005318    564.8970095947      0.0000000000   0.447334E+02     1.50
     52465  0.00000000 1856.119   -175.8931478171    565.0488634780      0.0000000000   0.445530E+02     2.78
     52470  0.00000000  345.238   -175.9039067460    565.0508375133      0.0000000000   0.444381E+02     2.70
     52475  0.00000000  779.191   -175.9092997513    565.1148738444      0.0000000000   0.443339E+02     1.72
     52480  0.00000000  231.261   -175.9211659521    565.0952259509      0.0000000000   0.442246E+02     2.34
     52485  0.00000000  328.590   -175.9388803116    565.0842963589      0.0000000000   0.442461E+02     2.35
     52490  0.00000000 1067.113   -175.9168818305    565.1743977289      0.0000000000   0.442341E+02     1.50
     52495  0.00000000 1332.269   -175.9146660084    565.2293005038      0.0000000000   0.441453E+02     2.57
     52500  0.00000000  321.292   -175.9205345264    565.2476682224      0.0000000000   0.440740E+02     1.93
     52505  0.00000000  258.823   -175.9153151929    565.2838929210      0.0000000000   0.439900E+02     1.93
     52510  0.00000000 1740.245   -175.9391492753    565.3341469431      0.0000000000   0.438755E+02     2.35
     52515  0.00000000 1364.293   -175.9031272809    565.4535016217      0.0000000000   0.437204E+02     1.71
     52520  0.00000000   95.899   -175.8995988606    565.4950871966      0.0000000000   0.436158E+02     3.00
     52525  0.00000000  634.478   -175.9235726914    565.5178758025      0.0000000000   0.435506E+02     3.00
     52530  0.00000000  117.802   -175.9304768056    565.5151219349      0.0000000000   0.436078E+02     2.78
     52535  0.00000000  384.841   -175.9300723451    565.5450044441      0.0000000000   0.437444E+02     3.21
     52540  0.00000000  247.173   -175.9337120894    565.5591729099      0.0000000000   0.437793E+02     2.57
     52545  0.00000000  304.994   -175.9449137661    565.5667932695      0.0000000000   0.438541E+02     3.85
     52550  0.00000000 2602.978   -175.9187756302    565.7403592554      0.0000000000   0.437178E+02     2.57
     52555  0.00000000 1342.285   -175.8913481310    565.8447900851      0.0000000000   0.435390E+02     1.93
     52560  0.00000000  364.931   -175.9061869666    565.8817521752      0.0000000000   0.434622E+02     2.14
     52565  0.00000000  734.577   -175.9221914097    565.9072848642      0.0000000000   0.434684E+02     2.57
